Name,Type,Level,Race,Attribute,ATK,DEF,LCK,Release_date,Rare
Deskbot Base,Spell Card,,Field,,,,8.87,21/02/1999,False
Koa'ki Meiru Shield,Trap Card,,Normal,,,,6.95,07/08/2013,True
Fabled Ashenveil,Effect Monster,4,Fiend,LIGHT,1600,1200,7.02,01/03/2000,False
Inferno Reckless Summon,Spell Card,,Quick-Play,,,,8.11,03/06/2020,False
World Suppression,Trap Card,,Normal,,,,6.69,11/09/2005,False
Performapal Fireflux,Pendulum Effect Monster,4,Insect,LIGHT,1200,1600,2.18,23/12/2003,True
Delta The Magnet Warrior,Effect Monster,4,Rock,EARTH,1600,1400,6.03,07/07/2014,False
Trifortressops,Effect Monster,6,Machine,DARK,1600,2800,1.91,14/05/2017,True
Wattwoodpecker,Effect Monster,3,Thunder,LIGHT,1000,100,6.12,13/06/2004,False
Prime Material Dragon,Effect Monster,6,Dragon,LIGHT,2400,2000,4.88,17/11/2005,True
Wind-Up Soldier,Effect Monster,4,Warrior,EARTH,1800,1200,0,02/01/2009,True
Invoked Purgatrio,Fusion Monster,7,Fiend,FIRE,2300,2000,0.63,04/09/2007,False
Legendary Ebon Steed,Spell Card,,Equip,,,,8.22,12/09/2017,False
Legendary Maju Garzett,Effect Monster,8,Fiend,DARK,0,0,0.99,05/03/2017,False
Super Quantum Blue Layer,Effect Monster,3,Psychic,WATER,1200,2000,7.33,23/12/2002,True
Kozmourning,Trap Card,,Continuous,,,,5.64,28/07/2011,False
"Freya, Spirit of Victory",Effect Monster,1,Fairy,LIGHT,100,100,4.36,01/01/2017,True
Kozmoll Dark Lady,Effect Monster,5,Psychic,DARK,2200,1800,4.86,17/08/2005,True
Gagaga Gardna,Effect Monster,4,Warrior,EARTH,1500,2000,4.26,16/08/1999,True
Koa'ki Meiru Drago,Effect Monster,4,Dragon,WIND,1900,1600,4.19,16/12/2006,True
Aqua Snake,Normal Monster,3,Aqua,WATER,1050,900,4.71,18/08/2005,True
Artifact Sanctum,Trap Card,,Normal,,,,5.7,01/10/2001,False
Frontline Observer,Effect Monster,4,Machine,EARTH,1000,1500,2.28,02/08/2007,True
Tackle Crusader,Effect Monster,4,Rock,EARTH,1500,1800,5.09,26/12/2002,True
Revival Rose,Effect Monster,4,Plant,DARK,1300,1300,0.43,13/04/2010,True
Curse of Fiend,Spell Card,,Normal,,,,5,15/06/2001,True
Leghul,Effect Monster,1,Insect,EARTH,300,350,5.68,21/04/2019,True
Ojama Green,Normal Monster,2,Beast,LIGHT,0,1000,2.43,06/10/2017,False
Dunames Dark Witch,Normal Monster,4,Fairy,LIGHT,1800,1050,1.01,27/10/2019,False
Rare Metalmorph,Trap Card,,Continuous,,,,3.16,17/12/2006,False
"Neo-Parshath, the Sky Paladin",Effect Monster,7,Fairy,LIGHT,2300,2000,3.4,22/10/1999,True
Symphonic Warrior Guitaar,Pendulum Effect Monster,3,Machine,WIND,1500,100,6.93,30/09/1999,False
Baby Tiragon,XYZ Monster,1,Dragon,EARTH,900,900,3.46,21/02/2009,True
Treeborn Frog,Effect Monster,1,Aqua,WATER,100,100,9.04,20/03/1999,True
Raigeki,Spell Card,,Normal,,,,8.75,16/08/2001,True
Exodia Necross,Effect Monster,4,Spellcaster,DARK,1800,0,1.76,04/07/2018,True
Waboku,Trap Card,,Normal,,,,1.1,09/04/2020,True
Digital Bug Scaradiator,XYZ Monster,3,Insect,LIGHT,1800,1400,8.29,08/10/2019,False
Radiant Spirit,Effect Monster,7,Reptile,LIGHT,2000,1500,5.38,22/10/2013,True
Neo Galaxy-Eyes Cipher Dragon,XYZ Monster,9,Dragon,LIGHT,4500,3000,7.8,17/09/2004,False
Advanced Dark,Spell Card,,Field,,,,4.68,06/11/2004,False
Ultimate Ancient Gear Golem,Fusion Monster,10,Machine,EARTH,4400,3400,0.33,03/03/2019,False
Cyber Network,Trap Card,,Continuous,,,,9.03,29/09/2008,False
Ritual Beast Ulti-Pettlephin,Fusion Monster,6,Aqua,WIND,200,2800,2.61,26/07/2008,True
Abaki,Effect Monster,4,Fiend,FIRE,1700,1100,6.28,17/11/2011,False
Artifact Beagalltach,Effect Monster,5,Fairy,LIGHT,1400,2100,5.21,24/11/2012,False
Rainbow Veil,Spell Card,,Equip,,,,1.37,13/09/2005,False
Goblin Pothole Squad,Effect Monster,4,Warrior,EARTH,1500,400,0.85,03/08/2006,False
Garuda the Wind Spirit,Effect Monster,4,Winged Beast,WIND,1600,1200,5.58,22/02/2012,False
Dark Lucius LV6,Effect Monster,6,Fiend,EARTH,1700,600,6.49,09/08/2017,False
Kanan the Swordmistress,Normal Monster,4,Warrior,EARTH,1400,1400,1.73,26/02/2017,False
Missing Force,Effect Monster,4,Warrior,DARK,1500,1000,7.03,20/12/2003,False
Curse of the Circle,Trap Card,,Normal,,,,8.39,09/08/2005,False
Flame Dancer,Normal Monster,2,Pyro,FIRE,550,450,7.7,25/04/1999,False
Swords of Concealing Light,Spell Card,,Continuous,,,,1.86,29/04/2008,True
SZW - Fenrir Sword,Effect Monster,4,Beast,LIGHT,1800,1100,4.19,13/06/2020,False
Madolche Lesson,Trap Card,,Normal,,,,4.61,11/10/2006,False
Nuvia the Wicked,Effect Monster,4,Fiend,DARK,2000,800,6.7,13/04/2020,False
Phantom Skyblaster,Effect Monster,4,Fiend,DARK,1100,800,0.77,01/11/2018,True
Des Dendle,Union Effect Monster,4,Plant,EARTH,300,2000,1.21,26/10/2010,True
Wicked Plant Token,Token,,Plant,,,,5.03,27/09/2020,False
Madolche Mewfeuille,Effect Monster,3,Beast,EARTH,500,300,0.98,19/12/2005,True
Boon of the Meklord Emperor,Spell Card,,Normal,,,,5.77,17/04/2017,True
Laval the Greater,Synchro Monster,6,Warrior,FIRE,2400,800,2.3,19/05/2007,False
Strength of Prophecy,Effect Monster,4,Spellcaster,FIRE,1500,1400,4.07,16/01/2003,False
CXyz Comics Hero Legend Arthur,XYZ Monster,5,Warrior,EARTH,3000,2400,4.54,22/12/2001,False
Xyz Unit,Spell Card,,Equip,,,,1.2,15/08/2005,False
Giant Soldier of Stone,Normal Monster,3,Rock,EARTH,1300,2000,5.6,11/11/2001,True
Pre-Preparation of Rites,Spell Card,,Normal,,,,9.98,29/10/2000,False
Sword Arm of Dragon,Normal Monster,6,Dinosaur,EARTH,1750,2030,3.3,10/02/2010,True
Qliphort Stealth,Pendulum Effect Monster,8,Machine,EARTH,2800,1000,0.43,01/09/2013,False
Destiny HERO - Diamond Dude,Effect Monster,4,Warrior,DARK,1400,1600,5.87,17/07/2012,True
Gem-Knight Aquamarine,Fusion Monster,6,Aqua,EARTH,1400,2600,4.83,02/04/2016,True
Hieratic Seal of the Sun Dragon Overlord,Normal Monster,8,Dragon,LIGHT,0,0,4.91,07/07/2014,True
Gagagarush,Trap Card,,Normal,,,,9.05,06/06/2018,False
Double Dragon Descent,Trap Card,,Normal,,,,2.25,07/05/2006,False
Charcoal Inpachi,Normal Monster,1,Pyro,FIRE,100,2100,1.78,27/01/2012,True
Ice Princess Zereort,XYZ Monster,5,Winged Beast,WATER,2500,2100,8.69,31/01/2014,False
Dark Plant,Normal Monster,1,Plant,DARK,300,400,3.15,21/09/2002,True
Storm,Spell Card,,Normal,,,,6.58,20/05/2013,True
Dream Clown,Effect Monster,3,Warrior,EARTH,1200,900,4.79,03/12/2007,True
Vylon Charger,Effect Monster,4,Fairy,LIGHT,1000,1000,4.4,18/07/2010,False
Fluffal Penguin,Effect Monster,4,Fairy,WATER,1600,1100,2.5,21/07/2009,False
Anteatereatingant,Effect Monster,5,Insect,EARTH,2000,500,4.36,28/12/2008,False
Evil HERO Wild Cyclone,Fusion Monster,8,Fiend,EARTH,1900,2300,2.65,23/07/2016,True
Battlin' Boxer Veil,Effect Monster,4,Warrior,FIRE,0,1800,5.92,02/06/2001,False
Deepsea Macrotrema,Effect Monster,1,Fish,WATER,600,100,9.88,01/04/2001,True
Boot-Up Soldier - Dread Dynamo,Effect Monster,4,Machine,EARTH,0,2000,5.31,10/06/2003,False
Rocket Hand,Trap Card,,Normal,,,,5.93,09/10/2010,True
Dragunity Darkspear,Tuner Monster,3,Dragon,WIND,1000,1000,1.32,28/10/2020,False
Ghost Knight of Jackal,Effect Monster,5,Beast-Warrior,EARTH,1700,1600,5.48,12/03/2002,True
Noble Knight Gwalchavad,Effect Monster,4,Warrior,LIGHT,1500,1800,7.18,22/01/2012,False
Desertapir,Flip Effect Monster,3,Beast,EARTH,900,300,2.76,15/11/2020,False
Great White,Normal Monster,4,Fish,WATER,1600,800,3.5,25/04/2014,True
Blossom Bombardment,Trap Card,,Normal,,,,7.11,25/10/2019,True
Dverg of the Nordic Alfar,Effect Monster,1,Warrior,EARTH,100,1000,2.17,24/07/2003,True
Cloudian - Storm Dragon,Effect Monster,4,Fairy,WATER,1000,0,5.77,23/05/2014,False
Rodenut,Effect Monster,1,Beast,EARTH,100,100,4.3,25/11/2008,True
Photon Caesar,Effect Monster,8,Warrior,LIGHT,2000,2800,3.44,30/09/2003,False
Gottoms' Emergency Call,Trap Card,,Normal,,,,9,05/10/2006,False
Castle of Dragon Souls,Trap Card,,Continuous,,,,0.96,06/12/2018,False
Stygian Street Patrol,Effect Monster,4,Fiend,DARK,1600,1200,1.25,06/01/2008,True
Spirit of Flames,Effect Monster,4,Pyro,FIRE,1700,1000,2.4,09/07/2005,False
Invoked Caliga,Fusion Monster,4,Beast,DARK,1000,1800,5.68,27/10/2001,True
Dummy Golem,Flip Effect Monster,2,Rock,EARTH,800,800,2.04,11/10/2018,True
Turbo Cannon,Synchro Monster,3,Machine,FIRE,0,0,0.52,27/06/2014,False
Infernity Randomizer,Effect Monster,1,Warrior,DARK,900,0,6.41,23/03/2014,True
Steel Scorpion,Effect Monster,1,Machine,EARTH,250,300,2.6,22/03/2002,True
Sage's Stone,Spell Card,,Normal,,,,8.09,16/03/2010,True
Majespecter Sonics,Spell Card,,Quick-Play,,,,6.59,26/12/2000,True
Malice Dispersion,Spell Card,,Quick-Play,,,,9.26,02/08/2005,False
Ninjitsu Art of Shadow Sealing,Trap Card,,Continuous,,,,8.1,17/09/2020,True
Heavy Freight Train Derricrane,Effect Monster,10,Machine,EARTH,2800,2000,5.54,04/09/2001,False
Abyss Script - Rise of the Abyss King,Spell Card,,Normal,,,,4.36,20/05/2013,True
Grand Tiki Elder,Normal Monster,4,Fiend,DARK,1500,800,6.69,21/09/2017,False
Thunderclap Skywolf,Effect Monster,7,Thunder,LIGHT,2500,2000,5.88,06/07/2013,False
Treaty on Uniform Nomenclature,Trap Card,,Normal,,,,3.18,20/06/2003,True
Flare Resonator,Tuner Monster,3,Fiend,FIRE,300,1300,3.86,03/09/2008,False
Dark Flare Knight,Fusion Monster,6,Warrior,DARK,2200,800,2.3,08/02/2003,True
Man-Eating Treasure Chest,Normal Monster,4,Fiend,DARK,1600,1000,9.1,03/05/2010,True
King Dragun,Fusion Monster,7,Dragon,DARK,2400,1100,8.2,04/07/2007,False
P.M. Captor,Pendulum Effect Monster,4,Zombie,DARK,1800,0,4.98,23/11/1999,True
Flamvell Baby,Tuner Monster,1,Pyro,FIRE,800,200,1.93,10/05/2015,False
Chain Resonator,Tuner Monster,1,Fiend,LIGHT,100,100,5.2,14/12/2000,True
Mokey Mokey King,Fusion Monster,6,Fairy,LIGHT,300,100,6.74,27/04/2014,True
Trap Eater,Tuner Monster,4,Fiend,DARK,1900,1600,1.47,29/08/2009,False
Yellow Gadget,Effect Monster,4,Machine,EARTH,1200,1200,9.44,29/04/2013,False
Firestorm Prominence,Effect Monster,7,Reptile,FIRE,2000,1500,2.79,19/05/2003,True
Satellarknight Rigel,Effect Monster,4,Warrior,LIGHT,1900,700,1.63,14/04/2014,False
Neo-Spacian Twinkle Moss,Fusion Monster,4,Plant,LIGHT,500,1100,4.57,24/06/2005,True
Spiritual Beast Pettlephin,Effect Monster,4,Aqua,WIND,0,2000,5.85,22/03/2001,True
Exodius the Ultimate Forbidden Lord,Effect Monster,10,Spellcaster,DARK,0,0,1.94,29/07/2000,True
Granadora,Effect Monster,4,Reptile,WATER,1900,700,0.25,10/04/2010,True
Wall of Illusion,Effect Monster,4,Fiend,DARK,1000,1850,2.39,19/12/2006,True
Stronghold the Moving Fortress,Trap Card,,Continuous,,,,9.63,11/01/2020,False
Moulinglacia the Elemental Lord,Effect Monster,8,Sea Serpent,WATER,2800,2200,0.71,14/05/2012,False
Majespecter Storm,Spell Card,,Normal,,,,9.29,31/07/2008,True
Denko Sekka,Effect Monster,4,Thunder,LIGHT,1700,1000,7.79,14/08/2013,True
Voltic Bicorn,Synchro Monster,7,Beast,LIGHT,2500,2000,5.66,12/05/2002,False
Core Compression,Spell Card,,Normal,,,,3.14,10/10/2011,True
Madolche Chateau,Spell Card,,Field,,,,5.04,19/08/2016,False
Moon Dance Ritual,Trap Card,,Continuous,,,,1.76,19/06/2016,False
Ancient One of the Deep Forest,Normal Monster,6,Beast,EARTH,1800,1900,3.63,09/10/2007,True
Dragon Knight Draco-Equiste,Fusion Monster,10,Dragon,WIND,3200,2000,9.05,11/05/2000,True
Spirit of the Books,Normal Monster,4,Winged Beast,WIND,1400,1200,6.23,18/06/2020,False
Laval Judgment Lord,Effect Monster,7,Warrior,FIRE,2700,1800,3.3,04/02/2010,True
Multiple Destruction,Trap Card,,Normal,,,,8.92,09/07/2011,True
Book of Moon,Spell Card,,Quick-Play,,,,4.66,08/11/2020,False
Blue Thunder T-45,Effect Monster,4,Machine,LIGHT,1700,1000,3.71,26/02/1999,False
Thunder Option Token,Token,,Machine,,,,2.47,04/10/2018,False
Super Soldier Ritual,Spell Card,,Ritual,,,,5.98,10/03/2015,True
Great Moth,Effect Monster,8,Insect,EARTH,2600,2500,0.55,06/01/2020,False
Norito the Moral Leader,XYZ Monster,6,Spellcaster,LIGHT,2700,2000,5.12,18/09/2010,True
Evo-Price,Spell Card,,Continuous,,,,8.96,29/04/2000,False
Mushroom Man,Normal Monster,2,Plant,EARTH,800,600,7.94,23/05/2018,False
Mystic Piper,Effect Monster,1,Spellcaster,LIGHT,0,0,8.6,28/12/2004,True
Shadow Vampire,Effect Monster,5,Zombie,DARK,2000,0,0.02,03/03/1999,False
Trance the Magic Swordsman,Normal Monster,6,Spellcaster,EARTH,2600,200,7.42,26/10/2017,True
Elemental HERO Mariner,Fusion Monster,5,Warrior,WATER,1400,1000,7.89,29/12/2006,True
Rider of the Storm Winds,Tuner Monster,1,Dragon,LIGHT,500,200,5.14,22/10/2020,True
Malice Ascendant,Effect Monster,4,Zombie,DARK,700,1000,0.59,04/11/2000,True
Gaia Plate the Earth Giant,Effect Monster,8,Rock,EARTH,2800,1000,1.02,04/12/2015,False
8-Claws Scorpion,Effect Monster,2,Insect,DARK,300,200,4.05,11/09/2003,True
Catapult Zone,Spell Card,,Field,,,,1.87,09/10/2004,True
Gradius' Option,Effect Monster,1,Machine,LIGHT,0,0,7.02,18/12/2011,False
Shark Caesar,XYZ Monster,3,Fish,WATER,1800,2000,8.36,04/11/2000,False
Koa'ki Meiru Overload,Effect Monster,4,Rock,EARTH,1900,1200,9.17,26/07/2010,True
Negate Attack,Trap Card,,Counter,,,,3.73,12/07/2013,False
Life Absorbing Machine,Trap Card,,Continuous,,,,4.44,26/06/1999,False
Token Stampede,Trap Card,,Continuous,,,,0.16,25/03/2003,True
Samurai Sword Baron,Effect Monster,4,Warrior,EARTH,1600,1200,7.47,10/06/2013,True
Inferno Tempest,Spell Card,,Quick-Play,,,,4.85,21/07/2000,False
Archfiend Interceptor,Effect Monster,4,Fiend,DARK,1400,1600,9.4,12/02/2000,False
Ice Queen,Effect Monster,8,Spellcaster,WATER,2900,2100,6.46,12/01/2019,False
"Gleipnir, the Fetters of Fenrir",Trap Card,,Normal,,,,0.36,22/01/2013,True
The Atmosphere,Effect Monster,8,Winged Beast,WIND,1000,800,6.18,05/03/1999,True
Gokipon,Effect Monster,2,Insect,EARTH,800,800,8.71,17/05/1999,False
DUCKER Mobile Cannon,Flip Effect Monster,3,Machine,LIGHT,500,500,3.29,04/06/2001,False
Synchro Material,Trap Card,,Normal,,,,8.72,27/12/2018,True
Ritual Beast Tamer Elder,Effect Monster,2,Psychic,WIND,200,1000,9.39,07/01/1999,True
Darklord Contact,Spell Card,,Normal,,,,4.95,06/05/2016,True
Opticlops,Normal Monster,4,Fiend,DARK,1800,1700,9.09,08/01/2003,True
Dark Grepher,Effect Monster,4,Warrior,DARK,1700,1600,9.96,14/05/2005,True
Twilight Ninja Shingetsu,Effect Monster,4,Warrior,DARK,1500,100,1.58,20/04/2006,True
Infernity Inferno,Trap Card,,Normal,,,,8.85,15/04/2007,True
Blue Dragon Ninja,Effect Monster,5,Sea Serpent,WATER,2100,1200,8.62,17/06/2016,False
Windwitch - Winter Bell,Synchro Monster,7,Spellcaster,WIND,2400,2000,3.02,25/06/2016,True
Morphtronic Mix-up,Trap Card,,Normal,,,,0.23,23/04/2014,False
Crimson Ninja,Flip Effect Monster,1,Warrior,EARTH,300,300,5.87,01/04/2003,True
Superheavy Samurai Soulhorns,Effect Monster,1,Machine,EARTH,0,300,2.22,01/07/2012,True
Summoner of Illusions,Flip Effect Monster,3,Spellcaster,LIGHT,800,900,3.48,04/10/2007,True
Tanngnjostr of the Nordic Beasts,Effect Monster,3,Beast,EARTH,800,1100,0.3,26/11/2013,False
Cannon Soldier MK-2,Effect Monster,5,Machine,EARTH,1900,1200,6.84,13/12/2012,False
Arlownay,Normal Monster,3,Plant,EARTH,800,1000,0.69,20/12/2014,True
Ivy Shackles,Trap Card,,Continuous,,,,2.96,20/04/2000,False
Unity,Spell Card,,Quick-Play,,,,1.93,07/06/2009,True
Draco Face-Off,Spell Card,,Quick-Play,,,,7.77,05/08/2020,False
Nekroz Mirror,Spell Card,,Ritual,,,,9.66,20/01/2000,True
Noble Arms - Gallatin,Spell Card,,Equip,,,,5.29,04/10/2008,False
Superheavy Samurai Thief,Effect Monster,10,Machine,EARTH,1000,1000,4.32,27/05/2003,True
Constellar Zubeneschamali,Effect Monster,5,Machine,LIGHT,2100,1400,2.27,06/07/2001,False
Solo the Melodious Songstress,Effect Monster,4,Fairy,LIGHT,1600,1000,8.73,28/11/2009,False
Shore Knight,Effect Monster,4,Warrior,WATER,1400,1200,5.06,07/07/2009,False
Common Soul,Spell Card,,Continuous,,,,6.51,17/02/2017,True
The Tricky,Effect Monster,5,Spellcaster,WIND,2000,1200,8.12,04/06/2019,False
Blackwing - Zephyros the Elite,Effect Monster,4,Winged Beast,DARK,1600,1000,0.84,22/09/2000,False
Infernoid Onuncu,Effect Monster,10,Fiend,FIRE,3000,3000,2.33,19/12/2013,True
Risebell the Star Psycher,Effect Monster,4,Psychic,WIND,1500,1500,7.5,20/02/2014,True
Shuffle Reborn,Spell Card,,Normal,,,,2.46,10/11/2007,True
Spellbook Magician of Prophecy,Effect Monster,2,Spellcaster,WATER,500,400,0.73,12/09/2005,True
Jellyfish,Normal Monster,4,Aqua,WATER,1200,1500,2.85,04/06/2005,False
Rescue Cat,Effect Monster,4,Beast,EARTH,300,100,9.64,17/08/2003,False
"Gaia, the Polar Knight",Effect Monster,4,Warrior,DARK,1600,1200,0.24,02/06/2017,True
Typhoon,Trap Card,,Normal,,,,0.66,25/06/2002,True
Red Sprinter,Effect Monster,4,Fiend,FIRE,1700,1200,6.48,02/11/2001,True
Vorse Raider,Normal Monster,4,Beast-Warrior,DARK,1900,1200,5.33,06/11/2004,True
Vorse Raider,Normal Monster,4,Beast-Warrior,DARK,1900,1200,3.62,03/11/2001,False
Oafdragon Magician,Pendulum Effect Monster,6,Spellcaster,WIND,2100,1400,8.23,31/12/2011,True
Worm Erokin,Effect Monster,6,Reptile,LIGHT,2400,1200,9,27/08/2011,False
Debris Dragon,Tuner Monster,4,Dragon,WIND,1000,2000,4.23,05/06/2009,False
Garoozis,Normal Monster,5,Beast-Warrior,FIRE,1800,1500,3.49,10/06/2018,True
Mist Valley Baby Roc,Tuner Monster,2,Winged Beast,WIND,400,600,3.83,29/10/2013,True
"Simorgh, Bird of Divinity",Effect Monster,7,Winged Beast,WIND,2700,1000,1.6,17/11/2008,False
Andro Sphinx,Effect Monster,10,Beast,LIGHT,3000,2500,0.73,28/10/2002,True
Stone Ogre Grotto,Normal Monster,5,Rock,EARTH,1600,1500,4.7,18/04/2000,True
Mystical Elf,Normal Monster,4,Spellcaster,LIGHT,800,2000,5.62,12/04/2016,True
HTS Psyhemuth,Synchro Monster,6,Psychic,EARTH,2400,1800,8.98,11/01/2011,False
The Blazing Mars,Effect Monster,8,Pyro,FIRE,2600,2200,3.3,31/05/2007,False
Hurricail,Normal Monster,2,Spellcaster,WIND,900,200,8.11,30/12/2001,True
Violet Crystal,Spell Card,,Equip,,,,5.25,01/10/1999,False
House of Adhesive Tape,Trap Card,,Normal,,,,7.8,16/01/2002,True
Whirlwind Prodigy,Effect Monster,4,Fairy,WIND,1500,1600,0.5,11/09/2016,True
Self-Mummification,Spell Card,,Quick-Play,,,,9.87,21/01/2010,False
Dragonpulse Magician,Pendulum Normal Monster,4,Spellcaster,EARTH,1800,900,6.28,04/04/2013,False
White Magical Hat,Effect Monster,3,Spellcaster,LIGHT,1000,700,4.41,26/05/2015,True
Archfiend Mirror,Normal Monster,2,Fiend,DARK,700,600,4.36,14/11/2003,False
Destruction Sword Flash,Trap Card,,Normal,,,,7.14,05/07/2017,False
Laval Forest Sprite,Tuner Monster,2,Pyro,FIRE,300,200,6.66,29/03/2005,True
Silent Swordsman,Effect Monster,4,Warrior,LIGHT,1000,1000,5.68,11/10/2000,True
Earthbound Immortal Uru,Effect Monster,10,Insect,DARK,3000,3000,1.68,03/07/2011,False
Empress Judge,Fusion Monster,6,Warrior,EARTH,2100,1700,1.29,31/10/2004,False
Mist Bird Clausolas,Synchro Monster,3,Winged Beast,WIND,0,2300,9.3,26/06/2001,False
Pop-Up,Spell Card,,Quick-Play,,,,0.5,04/03/2020,False
Toon World,Spell Card,,Continuous,,,,7.95,15/08/2016,False
Toon World,Spell Card,,Continuous,,,,2.11,27/01/2010,False
Toon Goblin Attack Force,Toon Monster,4,Warrior,EARTH,2300,0,0.36,24/11/2007,True
Nordic Relic Gungnir,Trap Card,,Normal,,,,0.67,04/05/2020,False
Destiny Mirage,Trap Card,,Normal,,,,9.61,09/06/2009,True
Ryu-Kishin,Normal Monster,3,Fiend,DARK,1000,500,2.97,06/10/2016,False
Creature Seizure,Spell Card,,Normal,,,,1.45,26/10/2003,True
Unknown Synchron,Tuner Monster,1,Machine,DARK,0,0,2.34,06/10/2018,False
Infernity Reflector,Trap Card,,Normal,,,,0.34,27/12/2011,False
B.E.S. Covered Core,Effect Monster,7,Machine,EARTH,2500,800,6.92,25/09/2004,False
Mecha Phantom Beast Sabre Hawk,Effect Monster,4,Machine,WIND,2100,100,0.15,10/06/2016,True
Dandylion,Effect Monster,3,Plant,EARTH,300,300,9.83,08/07/2008,True
Fluff Token,Token,,Plant,,,,6.49,13/01/2016,True
Fluff Token,Token,,Plant,,,,7.14,09/11/2003,False
Gokibore,Normal Monster,4,Insect,EARTH,1200,1400,1.66,16/07/2002,False
Berserker Soul,Spell Card,,Quick-Play,,,,7.53,10/05/2005,True
Swarm of Scarabs,Effect Monster,3,Insect,DARK,500,1000,4.98,23/04/2002,False
Tanngrisnir of the Nordic Beasts,Effect Monster,3,Beast,EARTH,1200,800,0.66,25/02/2002,True
Nordic Beast Token,Token,,Beast,,,,4.95,05/11/2010,False
Kagemusha of the Blue Flame,Normal Monster,2,Warrior,EARTH,800,400,5.43,03/02/2006,False
Performapal Sword Fish,Effect Monster,2,Fish,WATER,600,600,0.23,19/11/2002,False
Starship Spy Plane,Effect Monster,4,Machine,WIND,1100,500,6.55,11/05/2013,False
Berserker Crush,Spell Card,,Quick-Play,,,,3.04,26/03/2019,False
Alien Dog,Effect Monster,3,Reptile,LIGHT,1500,1000,7.49,04/08/2019,True
Armored Lizard,Normal Monster,4,Reptile,EARTH,1500,1200,8.07,25/06/2000,False
Superheavy Samurai Prepped Defense,Effect Monster,3,Machine,EARTH,100,2100,7.42,28/02/2012,True
Gamma The Electromagnet Warrior,Effect Monster,3,Rock,EARTH,800,2000,7.7,16/06/2003,True
Sectarian of Secrets,Normal Monster,2,Spellcaster,DARK,700,500,1.58,23/02/2007,True
Thunder Kid,Normal Monster,2,Thunder,WIND,700,600,8.08,25/03/2012,True
Morphtronic Smartfon,Tuner Monster,1,Machine,EARTH,100,100,3.04,20/02/2014,True
Granmarg the Mega Monarch,Effect Monster,8,Rock,EARTH,2800,1000,6.06,25/05/2020,True
Half or Nothing,Trap Card,,Normal,,,,3.09,10/06/2015,True
Hi-Speed Re-Level,Spell Card,,Normal,,,,6.53,08/04/1999,True
Gauntlet Launcher,XYZ Monster,6,Warrior,EARTH,2400,2800,8.88,27/05/2003,True
D.D. Jet Iron,Effect Monster,10,Machine,LIGHT,4000,0,9.97,19/05/2011,False
Resonator Engine,Spell Card,,Normal,,,,4.55,03/11/2005,False
Echo Oscillation,Trap Card,,Continuous,,,,9.8,27/08/2011,False
Disciple of the Forbidden Spell,Effect Monster,4,Warrior,LIGHT,1700,800,4.82,28/03/2014,False
Genex Solar,Effect Monster,7,Machine,LIGHT,2500,1500,8.69,28/07/2020,False
Shock Surprise,Spell Card,,Normal,,,,6.64,19/07/2009,False
Vijam the Cubic Seed,Effect Monster,1,Fiend,DARK,0,0,5.82,01/11/2014,True
Battle Waltz,Spell Card,,Normal,,,,6.95,28/12/2003,True
Waltz Token,Token,,Warrior,,,,5.11,04/11/2020,False
Skull Knight 2,Effect Monster,3,Fiend,DARK,1000,1200,6.16,17/02/2013,False
Worm Barses,Effect Monster,3,Reptile,LIGHT,1400,1500,1.21,17/12/2016,False
"Latinum, Exarch of Dark World",Effect Monster,6,Fiend,DARK,1500,2400,8.55,06/09/2013,True
Evil Blast,Trap Card,,Normal,,,,2.38,17/12/2008,False
The Light - Hex-Sealed Fusion,Effect Monster,3,Rock,LIGHT,1000,1600,8.85,10/03/2003,False
Soul Tiger,Normal Monster,4,Beast,EARTH,0,2100,1.65,22/02/2011,True
Knight Day Grepher,Gemini Monster,4,Warrior,LIGHT,1700,1600,1.71,04/07/2014,True
Mind Crush,Trap Card,,Normal,,,,3.32,11/01/2020,True
Monsturtle,Normal Monster,3,Aqua,WATER,800,1000,2.97,06/04/2003,False
